sentiment,review
Positive,JAI LUCIFER JAI LALETTAN JAI PRITHWI
Negative,Dislike adicha Lalettan hatersnulla adi avate ningalude likes...  Trailer vere level... Murali Gopi Mass.. Like Prithviraj too..
Positive,Ee Vishnu  Stephan nedumpally kondupokum athinu oru samashavum Venda
Positive,Laleta you are a sensation and pritvi cheta you are a genius
Positive,Lalettan prithvi combo .... =മരണമാസ്
Positive,Lalettan fb live vannapol paranja vaakkukal ellam sathyamaakunathu pole
Negative,Ithinte munnil Paavam madhuraraja entu aakumo ento... Mikkavarum sugar koodi chaakum madhura-raja ... Paavam mammunni...
Positive,Lalettan polichu Pani ariyanunna Mon thanna rajuvettan
Positive,Indrajith LUCIFER ennu paranjappo
Positive,It's a blockbuster .... prithvi keeeee jai. ....
Positive,I am a mammootty fan...but ithu kand ende romam eznettu ninnu...superr lalatta and rajuettan
Positive,Eth pwolikum .....the complete actor lalettaaaaaaa ....katta waiting for lucifer enna look aa nmle lalettaaa
Positive,Lalettan kidu maazz .... .... Super.......
Negative,24k dis like adichavar ithrayum mandanmaro
Positive,Dislikes inde 100 alla 200 madangu likes adikkum ..athan lalettande power
Negative,Mammottykku  mathram oru Nalla padavum illa
Positive,Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്
Negative,Vamban hope chaidu vannadellam potti polijatte olle
Positive,inni Kanji chodichu Arum varandaa....Assalu Biriyani thanne Thannittund.         Lucifer
Positive,Kattttta waiting adikkkkkam macha Oru like
Negative,Dislike adichavar ettavum valiya oolakal...... bldy idiots...
Positive,ethil pritvi kanum en manas parayunnu
Positive,Last atte aa adi polichu ...
Positive,Nice...ikka mass   . All th bst #lalettan fan
Positive,Mammookka ithelum mass aayi big b il varunnund ith verum sample
Positive,Ithu oru onnonnara item anu makane ee........Mass alla athukkum meleee.....
Positive,vere level....anne Ikka hatrick adikkummm.......ee  movie katta waiting.....vaishak sir
Positive,Polichu ikka suppar u r great
Positive,Adipoli   adipoli  adipoli  super
Positive,Çhūñk mammukkakkum vyshakettanum ente big salute  Inganoru mass Padam orukkithannathinu Ikka bhakthans
Negative,Filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii
Negative,Enthu kanichalum njangade lalettante pakuthi varumo niyokke
Positive,Ikkkaaa katta mass trailer pwolichu .....eniyaaanu masss katta waitin
Positive,Lalettan fan but aa lastle chadeet oru pedayille polichuuu
Positive,Camera chaithirikkunnathu nalla pakka pakka... Nalla dop.... Orupadishtay
Positive,Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗
Positive,Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....
Positive,Ee padam pwolikkum pwoli teaser teaser...
Positive,Thamilnadu rajinisir
Positive,MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....
Positive,ikka pulikum verum mass alla marana mass
Positive,Cinema odiyan pole hit aavatte ennu ashamsikkunnu
Positive,MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....
Negative,Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum
Positive,SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA
Positive,It’s amazing vere onnum parayan illa
Positive,Kure nerayi repeat adichu kanunu.angane arelumundo
Positive,Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck
Positive,superman punch is superb
Positive,Petrol vila karanam raja cycilil. polichu!!!!!
Positive,WOOOOOW  Mathi  Ithumathi  mammookkaa
Positive,Ikkaykk lalettan fans inte vaka oru adipoli wish
Negative,E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....
Positive,Lucifer kandu. Eny Ethu. Kananam.. Ohhhh.
Positive,ente ponnu....endb item aaan...he he ....ikkka...romanjjjjjjj
Positive,Njan poye kanan mammookkaye al wahdha MALL njan kandu
Positive,Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru
Positive,Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu
Positive,Sambavam polichu  Ennu lalettan fanaya oral 🤗
Positive,Enta ponnoo... oru rakashem illa romanjification kond irikanum vaya nikkanum vaya
Positive,Entha trailer oru rakshayum illa kidu item
Positive,Mammokka nigalude hardworkinu nalla vijayam thane kittum
Positive,Poli......poli....super ikka poli super double super
Positive,Mamoookaaaa massssss.....uff rakshayillaaaa...ikka ennum mass ka bapp
Negative,thalaivaaaa.......  sollarathu Mattumdha...saiva..... ethrayum nall evidarunu....    chillarkku kuru potti thudagi ....
Positive,ikka kalakki super kidiloski trailer raja theatre poora parambu aakum
Positive,Mammukkayude kude raju vettan venamennu aagrahikkunnathu njan mathramano..
Positive,Super trailer kidukki kalanju ikkaaa namichu
Negative,Muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan
Negative,14k dislike adicha oolakalk naduviral namaskaram
Positive,Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala
Negative,Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣
Positive,Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan
Positive,Teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum
Positive,Padam vere level akum enn urappullavar ivde common
Negative,Durantham poojapura jimittolikal dislike aayi irangeetund..haha
Negative,Ithu enthaada serial aah? 🤭🤭🤭 pani nirthi podappa 🤣🤣🤣
Negative,Jimittukal karanju chaakum athum tripple strongil
Positive,Visual treat enu parnja dhe idhan. Mammooka
Positive,Havy Trailer enikkoru 10 like  Tharp
Negative,Visuals serial pidikunna camera polundu. Make up oke ittu ellarum
Positive,Ikkayude Sound Mathram mathy FDFS urappikan
Positive,Lalettan fans like.  Super movie ikka muttwanu
Positive,Ikka fans mathralla like adikkanae nammal ettan fansum like adikkum pwoli trailer
Positive,Maranamass item ente ponno  ijjathi
Negative,Dislike adichavarode enik parayanullathe ikka uryir
Positive,Ikka fans come on 🥰🥰🥰 ikka uyir
Positive,Ettan fan aanu  Mamankathinayi katta waiting
Positive,iniyan muthe mamangam malayalathinte maha mamangam  ente ponnu enikk vayyyoooooooo mammoooookkkkka
Positive,Ipo tanne 5 vattam kandu vallatoru trailer
Positive,mind blowing ikkaaaa....
Positive,Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli
Positive,Ithokke cheyyumpo mamookkakku
Positive,1 hour 5 lakh viewrs maamaangam rocks
Negative,Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...
Positive,Kidu trailer  Ikka fans like Adi
Positive,0:46   vere level scene
Positive,Churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa
Negative,Ithu dislike adicha pookavadi makkalodu onne parayan ullu
Positive,Poli item.......Support from ettan fan.  .....
Positive,Lokathilie ettavum mikacha nadan
Positive,Malayalam cinemmyude talavara mattan povunnaaa item
Negative,Thandhayilaathavarum palathandhaku piranavanmaarum aayaa lalettan fanss fislike adikaann kore preyaasapedunundd 🤭🤭abarariyunilaa malayala cinemayude shaapam aann lalettan fans en
Positive,Pwoli sharathe track mari mamagam 🤩
Positive,Vere level trailer  Malayala cinemaye  vere level ethikkum
Negative,Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss
Positive,Wow ikka Oru rakshayum illa
Positive,oru rkshem illa makkale manikyam aayitulla angathin orungikko
Negative,Dislike adikan mtram Kure per nokiyiriunna polund
Positive,Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.
Positive,Njn oru katta Ettan fan aanu  Ikka pwolichu...All the best from an ettan fan
Positive,Uff romanjam kond irinaduth ninn njan enit ninn poyi
Positive,Inganoru adaar trailer kanditt dislike adikkan aarkka thonnukaa...even the haters cannot...ikka superb🤩
Positive,Ikka polichu athum e prayathil love u ikka
Positive,Marana mass waiting for mamankham
Positive,Marana maasss feeel trailer. Padathinum ad kittiyal polikum
Negative,I am bangali double kundi mohannlal
Positive,Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne
Negative,Trailler pora padam 8 nela pottum ane tonunee
Positive,Adaar item orungi....kaathirunnolu ini ball njngalde kayil aan....!!!
Positive,Ente mammookka  Ithokke abhinayikkanel minimum range venameda  Vere level
Positive,Lalettan fan anu  Ikka poliyanne.  Full support
Positive,Kolakkollliiii  trailer kand njettiyavr aarund
Positive,5 il kooduthal thavana kandathu njn maathramaano   katta mammooty fans cmnt here
Negative,Ithinu dis like adichavarude manasika nila thettiyirikkuva.. Trailer kidilan Oru rekshayum illa
Positive,Ente Ponno Goosebumps  ... kidu bgm
Positive,Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.
Positive,Malayala cinemaye adakki barikkan ithaverunnu..... oru kolakolli item....
Positive,Kola mass ennu thoniyavar evdea like adiku
Positive,Angine paranju paranju  trailer nalla YouTube chanalil thank irakki 🤩🤩 athinu irikkatte or kuthirappavan
Positive,malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...
Negative,Olaaaa   oooola  oooole
Negative,ethukandalariyam e padam padakkam pole pottum
Negative,Mamookka fan aau pakshe annalum ithu flopakumonn oru doubt
Positive,Nangade ikka polikum
Positive,Ntemmo... Romam eneett ninn dance kalikkunn.. Rajaaaa return
Positive,Oru rekshayum illa makkale poliiiii action scenes
Positive,Powli trailer  Ikka oru rakshayum illa kidu
Positive,Trailer kandu raja polichu oru rakshayum illa
Positive,trailer kidukki look at the likes
Positive,Ikka i lv uuuuu big screen kandolan waitinggggg
Positive,Ikka  njanngalund kude ingalu pullikku muthee
Negative,Trailor kandappil padam pottumennu urappayi
Positive,TRAILER VERE LEVEL ... ITH PWLIKKM
Positive,ഞാൻ ഒരു മോഹൻലാൽ ഫാൻ ann  athukomd pryuvalla trailer polich
Negative,Pottum aenne urappayi .... Inne aethra nilayil pottum aennum koodi nokkiya mathi....
Positive,Peranbilum yathrayilum ingeru ithengana abhinayichu....maassinu maassum claassinu claassum ....ikka vere level thanne....
Positive,Mammokka polichu adiki RAJA IS BACK
Positive,Aah last superman punch undallo... gives a goosebumpz.. ith  powlikku.
Positive,Singa thalaivaa recordukal ini rajaku swontham...
Positive,avasanathe aa idi yente ikka polichu  Love you ikka
Positive,Njan vicharichath athra migacha  kadha undagillennan. But nalla oru kadha undenn manassilayi
Positive,Pwoli... By a katta lallettan fan
Positive,Ahaa hahaha ha.... Nte ponnikkka mutheeee
Positive,Trailer kandappazhe urappichu padam mass vijayichu
Negative,Enth potta trailer aanu... Chumma mass ennu paranjittu karyamilla.... Trailer verum waste. Cinema enkilum nannaya mathiyarunnu
Positive,Mamooka Tolpikiyan ara ullade e Kerala cinemayil avan ippoyum appoyum super hero alle edum tagerkum
Positive,Ante mone
Positive,0:28 - 0.33 athu ingerkkk matrame patttu... Sheriyalle.. :)
Positive,uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(
Negative,Odiyan pottum .. Nayika maju anu.. Laletta vere aram kittiyille
Positive,Ente ethra kali ne kandittundu... Eee odukkathe kali koodii NE onnu kaaanu... Laletttaaaaa
Positive,Pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like
Positive,Pulimuruganae polae kidu bgm venamayirunnu.. katta waiting..
Positive,mohanlal kazhinje vere oru nadan ullu
Negative,oola mammootty ku pattilla ithu cheyyan
Positive,Ith  ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho
Positive,Katta support .. Surya fans nte vaka undavum ...S37 coming soon
Positive,I am കട്ട  waiting for ഒടിയൻ
Negative,Yedaa Mamooty poora
Positive,Onnu vegam dec 14 ayya mathiyayirinnu
Positive,Dec 14 poraamm kodde kerre makaallle
Negative,Potta padam 2million views polum illatha ee oola padam potti paaleesavum.  Antony perumbaavoor kuthuvaala Edukentiverum. {not an ikka fan}
Positive,Njan antarticail ninnanu malayalam ariyilla trailer adipoli
Positive,Ee mohanlal padam 150 crore clubil varatee
Positive,Oh enna kondu vayya I am katta waiting
Negative,Manju warrier enthu koppe undakan irikuva
Positive,lalettante alle padam supper trailer polychu cinema athkum male
Positive,ithipo kathiruna film othhu varunnod ariyla tension und.ettateum ilayathalapathiudeum padagal othhu randum high akanam atreulu.
Negative,3. 5 k dislike nalla kuru pottal anallo chorichil maraan wyt cheyee december 14 vere ellavarudeyum chorichill maati theraaam
Positive,Mass itom. Mass dialogue. Lalettan polikum
Positive,Muruka nee theernada'  ini odiyan jaalam
Negative,Aiyee.. Trailer satyam paranjal Valya rasamonun illa and I'm a lal fan
Negative,Ethe enthu vaa dae ethe? athinu kai addikaan kore fans oolagalum.
Positive,ithi varum rajavinta trailer matram iny pooram padathila
Positive,Marana maaas ....I am waiting for odiyan
Negative,Dileepine polullavare thangi nadakkunnavarude padam kanathirikkuka.. Preshakarkku pullinte vila polum evar nalkunnilla..
Positive,Lokha cinimayude thara rajavu nammude lalettan...
Positive,Ente ponno lalettan oru rekshaum illa  ഇടിക്കട്ട waiting
Positive,Kidilolkidilam item. Katta Waiting For Odiyan
Positive,Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa
Positive,LALETTAAA MUTHEE POLICHU
Positive,Romanjifikation katta waiting lalletan fan dubaiiiiiii
Positive,trailet ingana.appo cinema enganayundanne parayano... katta waiting..KL 40 fans
Positive,kidu   padam kidu aayaa mathiyaairinnu
Positive,Malayala cinema odiyanu munnil adiyaravu cheyyunna divasathin vendiyulla kaathiripp
Negative,Dislike adicha ella mammuni pooranmarkum naduviral  namaskaaaram poy rodich theerkada pooooooranmareee
Positive,Ethra kandittum mathiyakunnilla trailer. Athraykku kidu . Lal sir nte makeover athigambheeram.
Negative,Mangatholiii... Mattoru neerali avathirunaal mathi. Swam pongiyudae chandu pottu look kollaam..
Positive,Kayamkulam kochunnila nayakan lalettan allallo but kayyadi muzhuvanum kond poi...marana masss intro
Positive,lalettanum prakash rajum veendum
Positive,laletan ennum anganeya pwolichadakkum athan laletan
Positive,Prakadanam kondum perfromace kondum elllavarum theatre thakarkan pokunna mamangam🤩🤩🤩🤩🤩🤩🤩🤩🤩.....unni mukundhan oru vazhi thiriv aavate ee movie
Positive,kidukki kalakki superettante ikkaikall the best
Positive,Heavy item Trailer edit chytha aaraylm sammathikanam  Veendm veendm kaanmpo thrill kooduka allaathe kurayunila  Chumma polichadukki
Positive,Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.
Negative,Dis like engane thonni......adikan...... Adichavanmar  ooompikoooo Ikka ... Mass daaaaaaaaaaaaa....... Keralathinte muthue..........
Negative,Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..
Positive,Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle
Positive,Vannu vannu avan vannuIkka love yuu
Negative,dislike adikkunna ella myrenmaarrum poyi oomb
Positive,Mammookka uyir like adichu pottikada makkale
Negative,ee vaga items okke kandu maduthade....oru maatavumilla.
Positive,Ikkaa ingalu oru jinn aanu ttaa....
Positive,Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰
Negative,Ithoke dislike adikkunnathu aah theettavayarante fans aayirikum.
Positive,Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu
Positive,Oru rakshayum illa..joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu.. #Mamangam
Negative,Dislike adiche  jimitttan fans n
Negative,vere vella panikk poda..nayinte mone....thantha kelava...lalettante myr nakkan polum anne kond pattillada pooraaaa...
Positive,pwolikkum #Unni #mammukka oru valya vijayam aakatte
Positive,Mamukayude bramanda thandavam njan kande.... adipoli
Positive,Onnum parayanilla.. ikka ee role polichadakkum enn sure
Negative,Ingere guhanennokke vilikkunnavarodu onne parayaanullo ingerude ee agil ningal onnukil bedil kaalaneyum kaathu allenkil photo aayi chuvaril
Positive,Ikka yude fitness at this age...vere level
Positive,Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu
